date,home_team,away_team,home_score,away_score,tournament,neutral,elo_home_pre,elo_away_pre,delta_elo_raw,tournament_weight,K_used,G_used
1885-03-14,Scotland,Northern Ireland,8,2,British Home Championship,False,1694.1336620878978,1342.0226271748395,352.11103491305835,1.0,30,2.125
1885-03-21,England,Scotland,1,1,British Home Championship,False,1548.3982228183231,1698.5307433644653,-150.13252054614213,1.0,30,1.0
1885-03-23,Wales,Scotland,1,8,British Home Championship,False,1415.4454879189395,1696.3812456517749,-280.9357577328353,1.0,30,2.25
1885-04-11,Northern Ireland,Wales,2,8,British Home Championship,False,1337.625545898272,1397.8380426208703,-60.21249672259819,1.0,30,2.125
1885-11-28,United States,Canada,0,1,Friendly,False,1500.0,1500.0,0.0,0.7,20,1.0
1886-02-27,Wales,Northern Ireland,5,0,British Home Championship,False,1433.347418844986,1302.1161696741565,131.23124917082941,1.0,30,2.0
1886-03-13,Northern Ireland,England,1,6,British Home Championship,False,1289.577264242242,1550.5477205310135,-260.9704562887714,1.0,30,2.0
1886-03-20,Northern Ireland,Scotland,2,7,British Home Championship,False,1272.560612752085,1713.988690949844,-441.4280781977591,1.0,30,2.0
1886-03-27,Scotland,England,1,1,British Home Championship,False,1721.361604351286,1567.5643720211706,153.79723233011532,1.0,30,1.0
1886-03-29,Wales,England,1,3,British Home Championship,False,1445.8863242769003,1576.9148214508746,-131.0284971739743,1.0,30,1.5
1886-04-10,Scotland,Wales,4,1,British Home Championship,False,1712.011154921582,1425.3904109206132,286.62074400096867,1.0,30,1.75
1886-11-25,United States,Canada,3,2,Friendly,False,1487.1987000039423,1512.8012999960577,-25.6025999921153,0.7,20,1.0
1887-02-05,England,Northern Ireland,7,0,British Home Championship,False,1597.4107348071616,1265.1876993506432,332.22303545651835,1.0,30,2.25
1887-02-19,Scotland,Northern Ireland,4,1,British Home Championship,False,1717.1287427656612,1260.0105607047917,457.11818206086946,1.0,30,1.75
1887-02-26,England,Wales,4,0,British Home Championship,False,1602.5878734530131,1420.272823076534,182.31505037647912,1.0,30,1.875
1887-03-12,Northern Ireland,Wales,4,1,British Home Championship,False,1257.9682043993223,1411.01982400187,-153.0516196025476,1.0,30,1.75
1887-03-19,England,Scotland,2,3,British Home Championship,False,1611.8408725276772,1719.1710990711306,-107.33022654345336,1.0,30,1.0
1887-03-21,Wales,Scotland,0,2,British Home Championship,False,1380.7924484082791,1733.854674700273,-353.06222629199397,1.0,30,1.5
1888-02-04,England,Wales,5,1,British Home Championship,False,1597.1572968985347,1372.2889811845657,224.86831571396897,1.0,30,1.875
1888-03-03,Wales,Northern Ireland,11,0,British Home Championship,False,1364.7778603557929,1288.195579992913,76.58228036287983,1.0,30,2.75
1888-03-10,Scotland,Wales,5,1,British Home Championship,False,1742.3581419239865,1386.6990841086133,355.6590578153732,1.0,30,1.875
1888-03-17,Scotland,England,0,5,British Home Championship,False,1746.1647905650154,1604.6684177273075,141.4963728377079,1.0,30,2.0
1888-03-24,Northern Ireland,Scotland,2,10,British Home Championship,False,1266.2743562400926,1698.1276768182306,-431.853320578138,1.0,30,2.375
1888-04-07,Northern Ireland,England,1,5,British Home Championship,False,1257.0868818113408,1652.7055314740924,-395.6186496627515,1.0,30,1.875
1888-09-19,Scotland,Canada,4,0,Friendly,False,1707.3151512469824,1504.9104899161143,202.40466133086807,0.7,20,1.875
1889-02-23,England,Wales,4,1,British Home Championship,False,1661.3815906224843,1382.8924354675844,278.4891551548999,1.0,30,1.75
1889-03-02,England,Northern Ireland,6,1,British Home Championship,False,1666.7194885626805,1248.410822662949,418.3086658997315,1.0,30,2.0
1889-03-09,Scotland,Northern Ireland,7,0,British Home Championship,False,1712.910666477588,1245.5205524912692,467.39011398631874,1.0,30,2.25
1889-04-13,England,Scotland,2,3,British Home Championship,False,1669.6097587343602,1715.3913266313652,-45.78156789700506,1.0,30,1.0
1889-04-15,Wales,Scotland,0,0,British Home Championship,False,1377.5545375273882,1732.713306293931,-355.15876876654283,1.0,30,1.0
1889-04-27,Northern Ireland,Wales,1,3,British Home Championship,False,1243.039892337492,1386.9408397302777,-143.90094739278584,1.0,30,1.5
1890-02-08,Wales,Northern Ireland,5,2,British Home Championship,True,1406.6128400695036,1223.367891998266,183.24494807123756,1.0,30,1.75
1890-03-15,Northern Ireland,England,1,9,British Home Championship,False,1209.8073387907918,1652.2877790717944,-442.48044028100253,1.0,30,2.375
1890-03-15,Wales,England,1,3,British Home Championship,False,1420.1733932769778,1660.996698628242,-240.82330535126425,1.0,30,1.5
1890-03-22,Scotland,Wales,5,0,British Home Championship,False,1723.3270040910415,1406.3244967148707,317.0025073761708,1.0,30,2.0
1890-03-29,Northern Ireland,Scotland,1,4,British Home Championship,False,1201.0984192343442,1728.3152644220586,-527.2168451877144,1.0,30,1.75
1890-04-05,Scotland,England,1,1,British Home Championship,False,1732.4503834082752,1674.845595190349,57.60478821792617,1.0,30,1.0
1891-02-07,Northern Ireland,Wales,7,2,British Home Championship,False,1196.9633002481276,1401.3362363838537,-204.37293613572615,1.0,30,2.0
1891-03-07,England,Wales,4,1,British Home Championship,False,1681.2186841049993,1362.5856180314179,318.6330660735814,1.0,30,1.75
1891-03-07,England,Northern Ireland,6,1,British Home Championship,False,1685.5459961605295,1235.7139186005634,449.83207755996614,1.0,30,2.0
1891-03-21,Wales,Scotland,3,4,British Home Championship,False,1358.2583059758877,1726.077294493625,-367.81898851773735,1.0,30,1.0
1891-03-28,Scotland,Northern Ireland,2,1,British Home Championship,False,1731.3659863623363,1233.283866191269,498.08212017106734,1.0,30,1.0
1891-04-04,England,Scotland,2,1,British Home Championship,False,1687.976048569824,1732.2954818141452,-44.31943324432132,1.0,30,1.0
1892-02-27,Wales,Northern Ireland,1,1,British Home Championship,False,1352.9696141071763,1232.3543707394601,120.61524336771618,1.0,30,1.0
1892-03-05,Northern Ireland,England,0,2,British Home Championship,False,1240.7764653523373,1700.5924966052983,-459.816031252961,1.0,30,1.5
1892-03-05,Wales,England,0,2,British Home Championship,False,1344.5475194942992,1705.6289409937372,-361.08142149943797,1.0,30,1.5
1892-03-19,Northern Ireland,Scotland,2,3,British Home Championship,False,1235.7400209638984,1719.6790337786708,-483.93901281477247,1.0,30,1.0
1892-03-26,Scotland,Wales,6,1,British Home Championship,False,1722.6443669126731,1336.3578532774277,386.28651363524546,1.0,30,2.0
1892-04-02,Scotland,England,1,4,British Home Championship,False,1726.0861195876287,1713.8186072106087,12.267512377020012,1.0,30,1.75
1893-02-25,England,Northern Ireland,6,1,British Home Championship,False,1748.2674279608143,1232.774687829896,515.4927401309183,1.0,30,2.0
1893-03-13,England,Wales,6,0,British Home Championship,False,1749.9541201246252,1332.9161006024722,417.03801952215304,1.0,30,2.125
1893-03-18,Wales,Scotland,0,8,British Home Championship,False,1329.823737801262,1691.637298837423,-361.813561036161,1.0,30,2.375
1893-03-25,Scotland,Northern Ireland,6,1,British Home Championship,False,1704.559626353679,1231.0879956660851,473.4716306875939,1.0,30,2.0
1893-04-01,England,Scotland,5,2,British Home Championship,False,1753.0464829258353,1706.69149471337,46.35498821246529,1.0,30,1.75
1894-02-24,Wales,Northern Ireland,4,1,British Home Championship,False,1316.901410285006,1228.9561273063941,87.94528297861189,1.0,30,1.75
1894-03-03,Northern Ireland,England,2,2,British Home Championship,False,1215.6659295216607,1768.8495732510378,-553.1836437293771,1.0,30,1.0
1894-03-12,Wales,England,1,5,British Home Championship,False,1330.1916080697395,1755.906924577911,-425.71531650817155,1.0,30,1.875
1894-03-24,Scotland,Wales,5,2,British Home Championship,False,1690.8884043881676,1322.7121625681154,368.17624182005216,1.0,30,1.75
1894-03-31,Northern Ireland,Scotland,1,2,British Home Championship,False,1228.6085781947875,1694.2099073742165,-465.60132917942906,1.0,30,1.0
1894-04-07,Scotland,England,2,2,British Home Championship,False,1697.4695091627807,1763.386370079535,-65.91686091675433,1.0,30,1.0
1895-03-09,England,Northern Ireland,9,0,British Home Championship,False,1764.853155319194,1225.3489764062233,539.5041789129707,1.0,30,2.5
1895-03-16,Northern Ireland,Wales,2,2,British Home Championship,False,1223.5061001479955,1319.3906595820665,-95.88455943407098,1.0,30,1.0
1895-03-18,England,Wales,1,1,British Home Championship,False,1766.6960315774218,1319.5683291244684,447.1277024529534,1.0,30,1.0
1895-03-23,Wales,Scotland,2,2,British Home Championship,False,1333.33502352426,1696.0027239231217,-362.6677003988618,1.0,30,1.0
1895-03-30,Scotland,Northern Ireland,3,1,British Home Championship,False,1686.4218378664011,1223.3284306055937,463.09340726080745,1.0,30,1.5
1895-04-06,England,Scotland,3,0,British Home Championship,False,1752.9293371776303,1688.1154668381375,64.81387033949272,1.0,30,1.75
1896-02-29,Wales,Northern Ireland,6,1,British Home Championship,False,1342.9159095809805,1221.6348016338573,121.28110794712325,1.0,30,2.0
1896-03-07,Northern Ireland,England,0,2,British Home Championship,False,1208.518318337358,1767.5840455472,-559.065727209842,1.0,30,1.5
1896-03-16,Wales,England,1,9,British Home Championship,False,1356.0323928774797,1770.5741559387968,-414.54176306131717,1.0,30,2.375
1896-03-21,Scotland,Wales,4,0,British Home Championship,False,1673.4607584685677,1346.017504638301,327.4432538302667,1.0,30,1.875
1896-03-28,Northern Ireland,Scotland,3,3,British Home Championship,False,1205.5282079457613,1677.8859265169658,-472.3577185712045,1.0,30,1.0
1896-04-04,Scotland,England,2,1,British Home Championship,False,1666.034235474925,1780.5890441779754,-114.55480870305041,1.0,30,1.0
1897-02-20,England,Northern Ireland,6,0,British Home Championship,False,1764.9610299085116,1217.379898987802,547.5811309207095,1.0,30,2.125
1897-03-06,Northern Ireland,Wales,4,3,British Home Championship,False,1215.8829472643738,1341.592336589903,-125.70938932552917,1.0,30,1.0
1897-03-20,Wales,Scotland,2,2,British Home Championship,False,1325.4843945214448,1681.6622497443889,-356.1778552229441,1.0,30,1.0
1897-03-27,Scotland,Northern Ireland,5,1,British Home Championship,False,1672.24922714983,1231.990889332832,440.25833781699794,1.0,30,1.875
1897-03-29,England,Wales,4,0,British Home Championship,False,1766.45798163194,1334.8974171160037,431.5605645159362,1.0,30,1.875
1897-04-03,England,Scotland,1,2,British Home Championship,False,1768.977509938258,1674.650966296546,94.32654364171208,1.0,30,1.0
1898-02-19,Wales,Northern Ireland,0,1,British Home Championship,False,1332.3778888096856,1229.589150186116,102.78873862356954,1.0,30,1.0
1898-03-05,Northern Ireland,England,2,3,British Home Championship,False,1252.4690979224276,1746.365455199624,-493.89635727719633,1.0,30,1.0
1898-03-19,Scotland,Wales,5,2,British Home Championship,False,1697.26302103518,1309.497941073374,387.7650799618059,1.0,30,1.75
1898-03-26,Northern Ireland,Scotland,0,3,British Home Championship,False,1249.6534514991104,1700.2504836773123,-450.59703217820197,1.0,30,1.75
1898-03-28,Wales,England,0,3,British Home Championship,False,1306.5104784312416,1749.1811016229412,-442.67062319169963,1.0,30,1.75
1898-04-02,Scotland,England,1,3,British Home Championship,False,1706.409015732149,1755.5920361844026,-49.18302045225346,1.0,30,1.5
1899-02-18,England,Northern Ireland,13,2,British Home Championship,False,1781.359685928557,1243.4949194442736,537.8647664842833,1.0,30,2.75
1899-03-04,Northern Ireland,Wales,1,0,British Home Championship,False,1241.4490108882753,1300.0995438697803,-58.650532981504966,1.0,30,1.0
1899-03-18,Wales,Scotland,0,6,British Home Championship,False,1286.8763627181954,1680.6413659879947,-393.7650032697993,1.0,30,2.125
1899-03-20,England,Wales,4,0,British Home Championship,False,1783.4055944845552,1276.9544299865527,506.4511644980025,1.0,30,1.875
1899-03-25,Scotland,Northern Ireland,9,1,British Home Championship,False,1690.5632987196375,1254.6721920398602,435.8911066797773,1.0,30,2.375
1899-04-08,England,Scotland,2,1,British Home Championship,False,1785.068851154167,1693.6795640514667,91.38928710270034,1.0,30,1.0
1900-02-03,Scotland,Wales,5,2,British Home Championship,False,1686.1970611011013,1275.2911733169408,410.90588778416054,1.0,30,1.75
1900-02-24,Wales,Northern Ireland,2,0,British Home Championship,False,1272.6576108517063,1251.555926708031,21.101684143675357,1.0,30,1.5
1900-03-03,Northern Ireland,Scotland,0,3,British Home Championship,False,1236.5956019137004,1688.8306235663358,-452.2350216526354,1.0,30,1.75
1900-03-17,Northern Ireland,England,0,2,British Home Championship,False,1230.4881423431848,1792.5513541045325,-562.0632117613477,1.0,30,1.5
1900-03-26,Wales,England,1,1,British Home Championship,False,1287.6179356460368,1795.4936575089598,-507.875721862923,1.0,30,1.0
1900-04-07,Scotland,England,4,1,British Home Championship,False,1694.9380831368514,1783.1105915023577,-88.17250836550625,1.0,30,1.75
1901-02-23,Scotland,Northern Ireland,11,0,British Home Championship,False,1720.29481891389,1227.5458389387575,492.74897997513244,1.0,30,2.75
1901-03-02,Wales,Scotland,1,1,British Home Championship,False,1300.001001652639,1722.9280775386128,-422.92707588597386,1.0,30,1.0
1901-03-09,England,Northern Ireland,3,0,British Home Championship,False,1757.7538557253192,1224.9125803140346,532.8412754112846,1.0,30,1.75
1901-03-18,England,Wales,6,0,British Home Championship,False,1759.0930217628425,1310.9561239931418,448.1368977697007,1.0,30,2.125
1901-03-23,Northern Ireland,Wales,0,1,British Home Championship,False,1223.5734142765114,1308.3499099427268,-84.7764956662154,1.0,30,1.0
1901-03-30,England,Scotland,2,2,British Home Championship,False,1761.6992358132575,1711.97295519811,49.726280615147516,1.0,30,1.0
1902-02-22,Wales,Northern Ireland,0,3,British Home Championship,False,1324.0067411596006,1207.9165830596376,116.09015809996299,1.0,30,1.75
1902-03-01,Northern Ireland,Scotland,1,5,British Home Championship,False,1248.6694314551683,1718.0646400584008,-469.3952086032325,1.0,30,1.875
1902-03-03,Wales,England,0,0,British Home Championship,False,1283.2538927640699,1755.6075509529667,-472.3536581888968,1.0,30,1.0
1902-03-15,Scotland,Wales,5,1,British Home Championship,False,1724.0584323946464,1295.1055179411608,428.9529144534856,1.0,30,1.875
1902-03-22,Northern Ireland,England,0,1,British Home Championship,False,1242.6756391189226,1743.7559257758758,-501.08028665695315,1.0,30,1.0
1902-05-03,England,Scotland,2,2,British Home Championship,False,1746.4678195858285,1726.6143347720085,19.853484813819932,1.0,30,1.0
1902-07-20,Uruguay,Argentina,0,6,Friendly,False,1500.0,1500.0,0.0,0.7,20,2.125
1902-10-12,Austria,Hungary,5,0,Friendly,False,1500.0,1500.0,0.0,0.7,20,2.0
1903-02-14,England,Northern Ireland,4,0,British Home Championship,False,1741.4892648044447,1239.96374530897,501.5255194954748,1.0,30,1.875
1903-03-02,England,Wales,2,1,British Home Championship,False,1743.198903014827,1292.5496155637986,450.6492874510284,1.0,30,1.0
1903-03-09,Wales,Scotland,0,1,British Home Championship,False,1291.3400617988655,1731.5928895533923,-440.25282775452683,1.0,30,1.0
1903-03-21,Scotland,Northern Ireland,0,2,British Home Championship,False,1735.3012773893058,1238.2541070985876,497.0471702907182,1.0,30,1.5
1903-03-28,Northern Ireland,Wales,2,0,British Home Championship,False,1281.851792336488,1287.631673962952,-5.779881626463975,1.0,30,1.5
1903-04-04,England,Scotland,1,2,British Home Championship,False,1744.4084567797602,1691.7035921514055,52.7048646283547,1.0,30,1.0
1903-04-05,Hungary,Czechoslovakia,2,1,Friendly,False,1485.6025999921153,1500.0,-14.397400007884698,0.7,20,1.0
1903-06-11,Hungary,Austria,3,2,Friendly,False,1493.1874334547679,1514.3974000078847,-21.20996655311683,0.7,20,1.0
1903-09-13,Argentina,Uruguay,2,3,Friendly,False,1527.2027624916227,1472.7972375083773,54.405524983245414,0.7,20,1.0
1903-10-11,Austria,Hungary,4,2,Friendly,False,1506.6270679136567,1500.957765548996,5.66930236466078,0.7,20,1.5
1904-02-29,Wales,England,2,2,British Home Championship,False,1271.0880826336672,1723.2097602556391,-452.1216776219719,1.0,30,1.0
1904-03-12,Northern Ireland,England,1,3,British Home Championship,False,1298.3953836657727,1711.701749831857,-413.3063661660842,1.0,30,1.5
1904-03-12,Scotland,Wales,1,1,British Home Championship,False,1712.9022886755265,1282.5960930574495,430.306195618077,1.0,30,1.0
1904-03-21,Wales,Northern Ireland,0,1,British Home Championship,False,1296.2430458676674,1292.0314330974677,4.211612770199736,1.0,30,1.0
1904-03-26,Northern Ireland,Scotland,1,1,British Home Championship,False,1311.400369104444,1699.2553358653086,-387.8549667608645,1.0,30,1.0
1904-04-09,Scotland,England,0,1,British Home Championship,False,1689.0601830515134,1718.0657004001619,-29.005517348648482,1.0,30,1.0
1904-05-01,Belgium,France,3,3,Évence Coppée Trophy,False,1500.0,1500.0,0.0,1.0,30,1.0
1904-06-02,Hungary,Austria,3,0,Friendly,False,1490.3842255535196,1517.200607909133,-26.816382355613314,0.7,20,1.75
1904-10-09,Austria,Hungary,5,4,Friendly,False,1503.3332301607918,1504.2516033018608,-0.9183731410689688,0.7,20,1.0
1905-02-12,France,Switzerland,1,0,Friendly,False,1504.2019499940866,1500.0,4.20194999408659,0.7,20,1.0
1905-02-25,England,Northern Ireland,1,1,British Home Championship,False,1736.0888192500468,1321.5955219182392,414.4932973318075,1.0,30,1.0
1905-03-06,Wales,Scotland,3,1,British Home Championship,False,1276.874109860691,1671.0370642016285,-394.1629543409374,1.0,30,1.5
1905-03-18,Scotland,Northern Ireland,4,0,British Home Championship,False,1633.0272451254552,1335.1198746604327,297.9073704650225,1.0,30,1.875
1905-03-27,England,Wales,3,1,British Home Championship,False,1722.5644665078532,1314.8839289368643,407.6805375709889,1.0,30,1.5
1905-04-01,England,Scotland,1,0,British Home Championship,False,1724.861948623188,1638.1971577723384,86.66479085084961,1.0,30,1.0
1905-04-08,Northern Ireland,Wales,2,2,British Home Championship,False,1329.9499620135496,1312.5864468215295,17.36351519202003,1.0,30,1.0
1905-04-09,Hungary,Austria,0,0,Friendly,False,1497.028526665259,1510.5563067973935,-13.527780132134467,0.7,20,1.0
1905-04-17,Guernsey,Alderney,6,0,Muratti Vase,False,1500.0,1500.0,0.0,1.0,30,2.125
1905-04-27,Jersey,Guernsey,0,1,Muratti Vase,False,1500.0,1522.9458562625662,-22.945856262566167,1.0,30,1.0
1905-04-30,Belgium,Netherlands,1,4,Friendly,False,1495.7980500059134,1500.0,-4.20194999408659,0.7,20,1.75
1905-05-07,Belgium,France,7,0,Friendly,False,1473.5914680610913,1511.2895805148278,-37.698112453736485,0.7,20,2.25
1905-05-14,Netherlands,Belgium,4,0,Friendly,False,1522.2065819448221,1492.0994815257066,30.107100419115568,0.7,20,1.875
1905-07-21,Guyana,Trinidad and Tobago,1,4,Friendly,False,1500.0,1500.0,0.0,0.7,20,1.75
1905-08-15,Argentina,Uruguay,0,0,Copa Lipton,False,1513.0297906030032,1486.9702093969968,26.059581206006442,1.0,30,1.0
1906-02-17,Northern Ireland,England,0,5,British Home Championship,False,1325.0672920244926,1732.498231568273,-407.43093954378037,1.0,30,2.0
1906-03-03,Scotland,Wales,0,2,British Home Championship,False,1630.5608748272534,1317.4691168105865,313.091758016667,1.0,30,1.5
1906-03-17,Northern Ireland,Scotland,0,1,British Home Championship,False,1316.3326236281441,1589.3800183530334,-273.0473947248893,1.0,30,1.0
1906-03-19,Wales,England,0,1,British Home Championship,False,1358.6499732848065,1741.2328999646215,-382.58292667981505,1.0,30,1.0
1906-03-29,Jersey,Guernsey,1,2,Muratti Vase,False,1481.726795557787,1541.2190607047792,-59.49226514699217,1.0,30,1.0
1906-04-01,Hungary,Czechoslovakia,1,1,Friendly,False,1494.5898047326311,1492.4151665373474,2.1746381952837055,0.7,20,1.0
1906-04-02,Wales,Northern Ireland,4,4,British Home Championship,False,1353.7213951317533,1308.2415982212563,45.47979691049704,1.0,30,1.0
1906-04-02,Guernsey,Alderney,1,0,Muratti Vase,False,1557.9600387502562,1477.0541437374338,80.90589501282238,1.0,30,1.0
1906-04-07,Scotland,England,2,1,British Home Championship,False,1597.4710437599213,1746.1614781176747,-148.69043435775347,1.0,30,1.0
1906-04-22,France,Belgium,0,5,Friendly,False,1492.7815670502125,1480.0601560763484,12.721410973864067,0.7,20,2.0
1906-04-29,Belgium,Netherlands,5,0,Friendly,False,1506.330446585857,1534.2459073941802,-27.915460808323132,0.7,20,2.0
1906-05-13,Netherlands,Belgium,2,3,Friendly,False,1518.3368942051416,1522.2394597748957,-3.902565569754188,0.7,20,1.0
1906-08-15,Uruguay,Argentina,0,2,Copa Lipton,False,1492.185756508019,1507.814243491981,-15.62848698396192,1.0,30,1.5
1906-10-07,Czechoslovakia,Hungary,4,4,Friendly,False,1495.2740442440272,1491.7309270259514,3.5431172180758495,0.7,20,1.0
1906-10-21,Argentina,Uruguay,2,1,Copa Newton,False,1535.673229175937,1464.326770824063,71.34645835187393,1.0,30,1.0
1906-11-04,Hungary,Austria,3,1,Friendly,False,1494.6259326041118,1512.9950287300214,-18.369096125909664,0.7,20,1.5
1907-02-16,England,Northern Ireland,1,0,British Home Championship,False,1729.0729977157202,1314.1794286280278,414.8935690876924,1.0,30,1.0
1907-02-23,Northern Ireland,Wales,2,3,British Home Championship,False,1312.7070108804671,1347.7835647249817,-35.07655384451459,1.0,30,1.0
1907-03-04,Wales,Scotland,1,0,British Home Championship,False,1365.554359451645,1614.5595241618757,-249.0051647102307,1.0,30,1.0
1907-03-16,Scotland,Northern Ireland,3,0,British Home Championship,False,1593.4938595812969,1294.9362161538038,298.5576434274931,1.0,30,1.75
1907-03-18,England,Wales,1,1,British Home Championship,False,1730.545415463281,1386.620024032224,343.92539143105705,1.0,30,1.0
1907-03-21,Alderney,Jersey,1,2,Muratti Vase,True,1469.2276181222471,1464.98581751231,4.241800609937172,1.0,30,1.0
1907-04-04,Jersey,Guernsey,2,3,Muratti Vase,False,1480.1689416672375,1565.786564365443,-85.61762269820542,1.0,30,1.0
1907-04-06,England,Scotland,1,1,British Home Championship,False,1717.7072716293776,1598.3027342830133,119.40453734636435,1.0,30,1.0
1907-04-07,Hungary,Czechoslovakia,5,2,Friendly,False,1506.1650926589662,1492.3790386658668,13.786053993099358,0.7,20,1.75
1907-04-14,Belgium,Netherlands,1,3,Friendly,False,1534.9369270043958,1505.6394269756415,29.297500028754257,0.7,20,1.5
1907-04-21,Belgium,France,1,2,Friendly,False,1514.5988886918244,1466.5112765407039,48.08761215112054,0.7,20,1.0
1907-05-05,Austria,Hungary,3,1,Friendly,False,1501.455868675167,1518.1302808467133,-16.674412171546237,0.7,20,1.5
1907-05-09,Netherlands,Belgium,1,2,Friendly,False,1525.977465288213,1500.577226675534,25.400238612679004,0.7,20,1.0
1907-10-06,Czechoslovakia,Hungary,5,3,Friendly,False,1480.4138504781197,1506.6603129531425,-26.24646247502278,0.7,20,1.5
1907-11-03,Hungary,Austria,4,1,Friendly,False,1494.7975263344597,1512.9258365687379,-18.12831023427816,0.7,20,1.75
1908-02-15,Northern Ireland,England,1,3,British Home Championship,False,1290.1273414520874,1709.3210390814627,-419.19369762937527,1.0,30,1.5
1908-03-07,Scotland,Wales,2,1,British Home Championship,False,1606.6889668309282,1399.4581678661273,207.2307989648009,1.0,30,1.0
1908-03-08,Switzerland,France,1,2,Friendly,False,1492.9123694792588,1480.5329385569944,12.379430922264419,0.7,20,1.0
